ProductCode,Name,Category,Brand,Type,FixedAssetType,CostingMethod,Length,Width,Height,Weight,CartonLength,CartonWidth,CartonHeight,CartonInnerQuantity,CartonQuantity,CartonVolume,WeightUnits,DimensionUnits,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierProductName,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AssemblyBOM,AutoAssemble,AutoDisassemble,DropShip,DropShipSupplier,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,DiscountName,ProductFamilySKU,ProductFamilyName,ProductFamilyOption1Name,ProductFamilyOption1Value,ProductFamilyOption2Name,ProductFamilyOption2Value,ProductFamilyOption3Name,ProductFamilyOption3Value,CommaDelimitedTags,StockLocator,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,PickZones,AlwaysShowQuantity,WarrantySetupName,InternalNote,ProductionBOM,MakeToOrderBom,QuantityToProduce,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10,HSCode,CountryOfOrigin
"LAB-CAB-0015","Inverter Inverter (A) - RJ45 - RJ45","Raw materials - sensors","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Fairstep,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,units,631: Inventory (raw materials),,,,"Components","","","","","","","","","","","","","","","","","","","","SB","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CON-THL-0001","ISCP Programming connector for PICs male 2.54mm header","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Digi-Key,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,5.1339,units,631: Inventory (raw materials),,,,"Components","","","","","","","","","","","","","","","","","","","","WB","","Standard Rate Purchases","",ACTIVE,"footprint: 1X06","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"PWR-DCD-0002","Isolated DC converter","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,iCorp Technologies,"NN1-3V3S3V3ANT","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,31.0182,units,631: Inventory (raw materials),,,,"Components","NXE1S0303MC","","","","","","1W","NXE1S0303MC-R13","","","","","","","","","","","","v2.3.4","","Standard Rate Purchases","",ACTIVE,"SKU: 	PWR-DCD-0002
Description: 	Isolated DC converter
Unit: 	units
Value: 	NXE1S0303MC
Voltage Rating: 	
Tolerance: 	
Current Rating: 	
Forward Voltage: 	
DC Blocking Voltage: 	
Power Rating: 	1W
Footprint: 	NXE1SxxxxMC
Dielectric: 	
Impedance: 	
Lifetime @ Temperature: 	
Capacitor Rating: 	
Colour: 	
Construction: 	
Polarization: 	
Resistance: 	
Saturation Current: 	
Load Capacitance: 	
Manufacturer: 	Murata Power Solutions
MPN: 	NXE1S0303MC-R13
Datasheet: 	https://power.murata.com/pub/data/power/ncl/kdc_nxe1.pdf","",No,,0.0000,,"{
    ""SKU"": ""PWR-DCD-0002"",
    ""Description"": ""Isolated DC converter"",
    ""Unit"": ""units"",
    ""Value"": ""Components"",
    ""Voltage Rating"": ""NXE1S0303MC"",
    ""Tolerance"": """",
    ""Current Rating"": """",
    ""Forward Voltage"": """",
    ""DC Blocking Voltage"": """",
    ""Power Rating"": """",
    ""Footprint"": ""1W"",
    ""Dielectric"": ""NXE1S0303MC-R13"",
    ""Impedance"": """",
    ""Lifetime @ Temperature"": """",
    ""Capacitor Rating"": ""Components"",
    ""Colour"": ""Stock"",
    ""Construction"": ""FIFO"",
    ""Polarization"": ""No"",
    ""Resistance"": ""No"",
    ""Saturation Current"": ""No"",
    ""Load Capacitance"": ""No Drop Ship"",
    ""Manufacturer"": ""ACTIVE"",
    ""MPN"": ""No"",
    ""Datasheet"": """"
}",No,No,1.0000000000,"False","","","","","","","","","","","",""
"BUY-MET-ACE-6000-01","Itron ACE6000 LV DC RS232 (no modem)","PowerBot  ","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Ontec,"Itron ACE6000- LV DC: RS232 (no modem)","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,2183.2864,units,636: Inventory (HotBot),,,,"","","","","","","","","","","","","","","","","","","","","new, buyout","","Standard Rate Purchases","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"BUY-MET-SL7000-01","Itron SL7000 HV CT Class 0.5 RS485 (no modem)","PowerBot  ","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Ontec,"Itron SL7000 HV CT Class 0.5: RS485 (no modem)","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,3269.6406,units,636: Inventory (HotBot),,,,"","","","","","","","","","","","","","","","","","","","","new, buyout","","Standard Rate Purchases","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"Jon's flight from SA to Portugal","Jon's flight from SA to Portugal","HotBot ","",Service,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,Plentify Office 215,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,units,,,,,"","","","","","","","","","","","","","","","","","","","","","","","No VAT",ACTIVE,"","",No,,,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"Kailas flight from New York to Portugal","Kailas flight from New York to Portugal","HotBot ","",Service,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,Plentify Office 215,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,units,,,,,"","","","","","","","","","","","","","","","","","","","","","","","No VAT",ACTIVE,"","",No,,,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CON-THL-0012","Keystone 54 18650 battery clips","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Nuvision Electronics (Pty) Ltd,"Keystone 54 18650 battery clips","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,2.6392,units,631: Inventory (raw materials),,,,"Components","BATT_CLIP_POS","","","","","","","54","","","","","","","","","","","","v2.3.4","","Standard Rate Purchases","",ACTIVE,"SKU: 	CON-THL-0012
Description: 	Keystone 54 18650 battery clips
Unit: 	units
Value: 	BATT_CLIP_POS
Voltage Rating: 	
Tolerance: 	
Current Rating: 	
Forward Voltage: 	
DC Blocking Voltage: 	
Power Rating: 	
Footprint: 	18650_SINGLESIDE_CLIP
Dielectric: 	
Impedance: 	
Lifetime @ Temperature: 	
Capacitor Rating: 	
Colour: 	
Construction: 	
Polarization: 	
Resistance: 	
Saturation Current: 	
Load Capacitance: 	
Manufacturer: 	Keystone Electronics
MPN: 	54
Datasheet: 	https://www.keyelco.com/product-pdf.cfm?p=826","",No,,0.0000,,"{
    ""SKU"": ""CON-THL-0012"",
    ""Description"": ""Keystone 54 18650 battery clips"",
    ""Unit"": ""units"",
    ""Value"": ""Components"",
    ""Voltage Rating"": ""BATT_CLIP_POS"",
    ""Tolerance"": """",
    ""Current Rating"": """",
    ""Forward Voltage"": """",
    ""DC Blocking Voltage"": """",
    ""Power Rating"": """",
    ""Footprint"": """",
    ""Dielectric"": ""54"",
    ""Impedance"": """",
    ""Lifetime @ Temperature"": """",
    ""Capacitor Rating"": ""Components"",
    ""Colour"": ""Stock"",
    ""Construction"": ""FIFO"",
    ""Polarization"": ""No"",
    ""Resistance"": ""No"",
    ""Saturation Current"": ""No"",
    ""Load Capacitance"": ""No Drop Ship"",
    ""Manufacturer"": ""ACTIVE"",
    ""MPN"": ""No"",
    ""Datasheet"": """"
}",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LAB-KITSKU-0003","Kit SKU sticker for  KIT-SB-03-v221-PFY","Raw materials - Solarbot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,units,631: Inventory (raw materials),,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"","Kit SKU sticker for KIT-SB-03-v221-PFY: Solarbot v2.2.1 Kit with RJ45 inverter cable",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LAB-KITSKU-0001","Kit SKU sticker for KIT-SB-01-v221-PFY","Raw materials - Solarbot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,units,631: Inventory (raw materials),,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"","Kit SKU sticker for KIT-SB-01-v221-PFY: Solarbot v2.2.1 Kit with DB9 inverter cable",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LAB-KITSKU-0002","Kit SKU sticker for KIT-SB-02-v221-PFY","Raw materials - Solarbot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,units,631: Inventory (raw materials),,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"","Kit SKU sticker for KIT-SB-02-v221-PFY: Solarbot v2.2.1 Kit with DB9 inverter & pass through cable",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LAB-KITSKU-0004","Kit SKU sticker for KIT-SB-04-v221-PFY","Raw materials - Solarbot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,units,631: Inventory (raw materials),,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"","Kit SKU sticker for KIT-SB-04-v221-PFY: Solarbot v2.2.1 Kit with RJ45 inverter & pass through cable",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"KIT-HB-04-v26x - no flow, Iseli-energy","KIT-HB-04-v26x - no flow, Iseli-energy","HotBot ","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,units,,,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"MEC-BOX-0017","Large brown paper pillow","Raw materials - kits","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Merrypak,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,2.5130,units,631: Inventory (raw materials),,,310: Cost of Goods Sold,"Components","","","","","","","","","","","","","","","","","","","","SB","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"<p><a href=""https://drive.google.com/drive/folders/1gLD6QXckLye2z_VTasOETJ8JNRU-QTxW?usp=drive_link""><strong><span data-rich-links=""{&quot;fple-t&quot;:&quot;MEC-BOX-0017&quot;,&quot;fple-u&quot;:&quot;https://drive.google.com/drive/folders/1gLD6QXckLye2z_VTasOETJ8JNRU-QTxW?usp=drive_link&quot;,&quot;fple-mt&quot;:&quot;application/vnd.google-apps.folder&quot;,&quot;type&quot;:&quot;first-party-link&quot;}"">MEC-BOX-0017</span></strong></a></p>
<p><span style=""font-weight: 400;"">Large brown paper pillow</span></p>
<p><span style=""font-weight: 400;"">Size:</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">154 x 132.5mm (Open)</span></li>
</ul>
<p><span style=""font-weight: 400;"">Paper:&nbsp;</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Liner Board, 337gsm, Brown (not printed)</span></li>
</ul>
<p><span style=""font-weight: 400;"">Finishing:&nbsp;</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Make die, die cut to shape &amp; creased</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Makeup with Double sided tape and deliver flat, assembled</span></li>
</ul>
<p><span style=""font-weight: 400;"">Despatch:</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Wrapped &amp; boxed and delivered to one address in Cape Town (within a 25km radius)</span></li>
</ul>","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"WIP-PILLOW-01","Large Packed Solarbot Mounting Pillow","Raw materials - Solarbot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,No,No,No Drop Ship,,21.1492,units,,,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LAB-ENC-0007","LED hole label - large clear 30x30mm","Raw materials","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,Plentify Office - Oude Molen,Craft Buddies,"","PET Self-adhesive Waterproof Printable Vinyl A4 (10 sheets) Inkjet & Laser - Transparent",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.1357,units,631: Inventory (raw materials),,,,"Components","","","","","","","","","","","","","","","","","","","","v2.3.4,v3,SB,v2.6.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LAB-ENC-0009","LED hole label - small matt","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,BIZINBOX,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0482,units,631: Inventory (raw materials),,,,"Components","","","","","","","","","","","","","","","","","","","","v2.3.4","","Standard Rate Purchases","",ACTIVE,"SKU: 	LAB-ENC-0009
Description: 	LED hole label - small matt
Unit: 	units
Value: 	
Voltage Rating: 	
Tolerance: 	
Current Rating: 	
Forward Voltage: 	
DC Blocking Voltage: 	
Power Rating: 	
Footprint: 	
Dielectric: 	
Impedance: 	
Lifetime @ Temperature: 	
Capacitor Rating: 	
Colour: 	
Construction: 	
Polarization: 	
Resistance: 	
Saturation Current: 	
Load Capacitance: 	
Manufacturer: 	
MPN: 	
Datasheet:","",No,,0.0000,,"{
    ""SKU"": ""LAB-ENC-0009"",
    ""Description"": ""LED hole label - small matt"",
    ""Unit"": ""units"",
    ""Value"": ""Components"",
    ""Voltage Rating"": """",
    ""Tolerance"": """",
    ""Current Rating"": """",
    ""Forward Voltage"": """",
    ""DC Blocking Voltage"": """",
    ""Power Rating"": """",
    ""Footprint"": """",
    ""Dielectric"": """",
    ""Impedance"": """",
    ""Lifetime @ Temperature"": """",
    ""Capacitor Rating"": ""Components"",
    ""Colour"": ""Stock"",
    ""Construction"": ""FIFO"",
    ""Polarization"": ""No"",
    ""Resistance"": ""No"",
    ""Saturation Current"": ""No"",
    ""Load Capacitance"": ""No Drop Ship"",
    ""Manufacturer"": ""ACTIVE"",
    ""MPN"": ""No"",
    ""Datasheet"": """"
}",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LAB-ENC-0009-pack of 10 pages","LED hole label small matt - Tower TM106 - pack of 10 pages","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Takealot,"6002866009658","Tower TM106 Clear Matt Multi-Purpose Laser Labels - Pack of 10 Sheets",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,413.0400,pack of 10 pages,631: Inventory (raw materials),,,,"Components","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"SKU: 	LAB-ENC-0009
Description: 	LED hole label - small matt
Unit: 	units
Value: 	
Voltage Rating: 	
Tolerance: 	
Current Rating: 	
Forward Voltage: 	
DC Blocking Voltage: 	
Power Rating: 	
Footprint: 	
Dielectric: 	
Impedance: 	
Lifetime @ Temperature: 	
Capacitor Rating: 	
Colour: 	
Construction: 	
Polarization: 	
Resistance: 	
Saturation Current: 	
Load Capacitance: 	
Manufacturer: 	
MPN: 	
Datasheet:","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"BAT-LIIO-0005","Lithium ion battery pack for FlowBot 3.6V 7200mAh","FlowBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,units,631: Inventory (raw materials),,,,"","","","","","","","","","","","","","","","","","","","","flowbot","","Standard Rate Purchases","",ACTIVE,"Lithium ion batteries for FlowBots. BG5367 - 3.6V 7200mAh","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"MEC-BOX-0018","Long brown paper pillow","Raw materials - kits","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Fairstep,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,3.9900,units,631: Inventory (raw materials),,,310: Cost of Goods Sold,"Components","","","","","","","","","","","","","","","","","","","","SB","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"<p><a href=""https://drive.google.com/drive/folders/1moj-n99Nljd-1psLFPzwadvyHcDfo_2R?usp=drive_link""><strong><span data-rich-links=""{&quot;fple-t&quot;:&quot;MEC-BOX-0018&quot;,&quot;fple-u&quot;:&quot;https://drive.google.com/drive/folders/1moj-n99Nljd-1psLFPzwadvyHcDfo_2R?usp=drive_link&quot;,&quot;fple-mt&quot;:&quot;application/vnd.google-apps.folder&quot;,&quot;type&quot;:&quot;first-party-link&quot;}"">MEC-BOX-0018</span></strong></a></p>","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"WIP-PILLOW-05","Long Packed Solarbot Mounting Pillow","Raw materials - Solarbot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,No,No,No Drop Ship,,19.0539,units,,,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"RF-MSH-0001","Long Range, Low Power, sub-GHz RF Transceiver","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Nuvision Electronics (Pty) Ltd,"SX1276IMLTRT","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,47.2730,units,631: Inventory (raw materials),,,,"Components","SX1262","","","","","","","SX1262IMLTRT","QFN-24-1EP_4x4mm_P0.5mm_EP2.7x2.7mm","https://semtech.my.salesforce.com/sfc/p/#E0000000JelG/a/2R000000Un7F/yT.fKdAr9ZAo3cJLc4F2cBdUsMftpT2vsOICP7NmvMo","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"RF-MSH-0003","Long Range, Low Power, sub-GHz RF Transceiver","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Nuvision Electronics (Pty) Ltd,"SX1276IMLTRT","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,57.0723,units,631: Inventory (raw materials),,,,"Components","SX1262","","","","","","","SX1262IMLTRT","QFN-24-1EP_4x4mm_P0.5mm_EP2.7x2.7mm","https://semtech.my.salesforce.com/sfc/p/#E0000000JelG/a/2R000000Un7F/yT.fKdAr9ZAo3cJLc4F2cBdUsMftpT2vsOICP7NmvMo","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"ANT-SMD-0003","Loop antenna","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Nuvision Electronics (Pty) Ltd,"W3544A","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,25.3511,units,631: Inventory (raw materials),,,,"Components","W3544A","","","","","","","W3544A","","","","","","","","","","","","v2.3.4","","Standard Rate Purchases","",ACTIVE,"SKU: 	ANT-SMD-0003
Description: 	Loop antenna
Unit: 	units
Value: 	W3544A
Voltage Rating: 	
Tolerance: 	
Current Rating: 	
Forward Voltage: 	
DC Blocking Voltage: 	
Power Rating: 	
Footprint: 	W3544B_GSM_ANTENNA
Dielectric: 	
Impedance: 	
Lifetime @ Temperature: 	
Capacitor Rating: 	
Colour: 	
Construction: 	
Polarization: 	
Resistance: 	
Saturation Current: 	
Load Capacitance: 	
Manufacturer: 	Pulse Electronics
MPN: 	W3544A
Datasheet: 	http://productfinder.pulseeng.com/products/datasheets/L143.pdf","",No,,0.0000,,"{
    ""SKU"": ""ANT-SMD-0003"",
    ""Description"": ""Loop antenna"",
    ""Unit"": ""units"",
    ""Value"": ""Components"",
    ""Voltage Rating"": ""W3544A"",
    ""Tolerance"": """",
    ""Current Rating"": """",
    ""Forward Voltage"": """",
    ""DC Blocking Voltage"": """",
    ""Power Rating"": """",
    ""Footprint"": """",
    ""Dielectric"": ""W3544A"",
    ""Impedance"": """",
    ""Lifetime @ Temperature"": """",
    ""Capacitor Rating"": ""Components"",
    ""Colour"": ""Stock"",
    ""Construction"": ""FIFO"",
    ""Polarization"": ""No"",
    ""Resistance"": ""No"",
    ""Saturation Current"": ""No"",
    ""Load Capacitance"": ""No Drop Ship"",
    ""Manufacturer"": ""ACTIVE"",
    ""MPN"": ""No"",
    ""Datasheet"": """"
}",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CAP-TAN-0004","Low ESR Tantalum capacitor","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Nuvision Electronics (Pty) Ltd,"CA55D477M006R0030","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,11.1570,units,631: Inventory (raw materials),,,,"Components","470uF","","","","","","","TPSD477M006R0045","CAPACITOR_2917_TANT","https://datasheets.kyocera-avx.com/TPS.pdf","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
